Visibility,DATE,Date hour,HourlyDewPointTemperature,HourlyDryBulbTemperature,HourlyPrecipitation,HourlyWindSpeed,DailyAverageDewPointTemperature,DailyAverageDryBulbTemperature,DailyAverageWindSpeed,DailyPrecipitation,HourlyPresentWeatherType,Weather Forecast,HourlyVisibility
Good,1/14/2015 5:00:00 AM,1/14/2015 5:00:00 AM,4,18,,8,,,,,,Clear,10
Good,1/14/2015 5:23:00 AM,1/14/2015 5:00:00 AM,4,18,,7,,,,,,Clear,10
Good,1/14/2015 5:51:00 AM,1/14/2015 5:00:00 AM,6,18,0.00,7,,,,,,Clear,10
Good,1/14/2015 6:51:00 AM,1/14/2015 6:00:00 AM,7,18,0.00,7,,,,,,Clear,10
Good,1/14/2015 7:09:00 AM,1/14/2015 7:00:00 AM,7,18,,6,,,,,,Clear,10
Good,1/14/2015 7:43:00 AM,1/14/2015 7:00:00 AM,8,20,,6,,,,,,Clear,10
Good,1/14/2015 7:51:00 AM,1/14/2015 7:00:00 AM,8,19,0.00,7,,,,,,Clear,10
Good,1/14/2015 8:18:00 AM,1/14/2015 8:00:00 AM,9,20,,7,,,,,,Clear,10
Good,1/14/2015 8:34:00 AM,1/14/2015 8:00:00 AM,9,20,,6,,,,,,Clear,10
Good,1/14/2015 8:51:00 AM,1/14/2015 8:00:00 AM,10,21,0.00,6,,,,,,Clear,10
Good,1/14/2015 9:51:00 AM,1/14/2015 9:00:00 AM,11,23,0.00,7,,,,,,Clear,10
Good,1/14/2015 10:40:00 AM,1/14/2015 10:00:00 AM,12,25,,6,,,,,,Clear,10
Good,1/14/2015 10:51:00 AM,1/14/2015 10:00:00 AM,13,25,0.00,0,,,,,,Clear,10
Good,1/14/2015 11:17:00 AM,1/14/2015 11:00:00 AM,13,26,,5,,,,,,Clear,10
Good,1/14/2015 11:26:00 AM,1/14/2015 11:00:00 AM,13,27,,9,,,,,,Clear,10
Good,1/14/2015 11:49:00 AM,1/14/2015 11:00:00 AM,16,28,,7,,,,,,Clear,10
Good,1/14/2015 11:51:00 AM,1/14/2015 11:00:00 AM,14,28,0.00,7,,,,,,Clear,10
Good,1/14/2015 12:11:00 PM,1/14/2015 12:00:00 PM,16,28,,11,,,,,,Clear,10
Good,1/14/2015 12:51:00 PM,1/14/2015 12:00:00 PM,17,30,0.00,13,,,,,,Clear,10
Good,1/14/2015 1:51:00 PM,1/14/2015 1:00:00 PM,19,31,0.00,9,,,,,,Clear,10
Good,1/14/2015 2:51:00 PM,1/14/2015 2:00:00 PM,19,31,0.00,7,,,,,,Clear,10
Good,1/14/2015 3:51:00 PM,1/14/2015 3:00:00 PM,19,32,0.00,9,,,,,,Clear,10
Good,1/14/2015 4:51:00 PM,1/14/2015 4:00:00 PM,18,31,0.00,6,,,,,,Clear,10
Good,1/14/2015 4:58:00 PM,1/14/2015 4:00:00 PM,18,31,,3,,,,,,Clear,10
Good,1/14/2015 5:12:00 PM,1/14/2015 5:00:00 PM,18,31,,6,,,,,,Clear,10
Good,1/14/2015 5:24:00 PM,1/14/2015 5:00:00 PM,18,31,,6,,,,,,Clear,10
Good,1/14/2015 5:51:00 PM,1/14/2015 5:00:00 PM,19,31,0.00,6,,,,,,Clear,10
Good,1/14/2015 6:51:00 PM,1/14/2015 6:00:00 PM,19,31,0.00,5,,,,,,Clear,10
Good,1/14/2015 7:51:00 PM,1/14/2015 7:00:00 PM,19,31,0.00,6,,,,,,Clear,10
Good,1/14/2015 8:51:00 PM,1/14/2015 8:00:00 PM,20,31,0.00,7,,,,,,Clear,10
Good,1/14/2015 9:51:00 PM,1/14/2015 9:00:00 PM,20,30,0.00,0,,,,,,Clear,10
Good,1/14/2015 10:51:00 PM,1/14/2015 10:00:00 PM,19,30,0.00,0,,,,,,Clear,10
Good,1/14/2015 11:51:00 PM,1/14/2015 11:00:00 PM,19,29,0.00,5,,,,,,Clear,10
Good,1/14/2015 11:59:00 PM,1/14/2015 11:00:00 PM,,,,,13,24,6.2,0,,Clear,
Good,1/15/2015 12:51:00 AM,1/15/2015 12:00:00 AM,19,28,0.00,0,,,,,,Clear,10
Good,1/15/2015 1:51:00 AM,1/15/2015 1:00:00 AM,18,28,0.00,0,,,,,,Clear,10
Good,1/15/2015 2:51:00 AM,1/15/2015 2:00:00 AM,17,27,0.00,3,,,,,,Clear,10
Good,1/15/2015 3:51:00 AM,1/15/2015 3:00:00 AM,17,27,0.00,6,,,,,,Clear,10
Good,1/15/2015 4:51:00 AM,1/15/2015 4:00:00 AM,17,27,0.00,3,,,,,,Clear,10
Good,1/15/2015 5:51:00 AM,1/15/2015 5:00:00 AM,16,26,0.00,6,,,,,,Clear,10
Good,1/15/2015 6:51:00 AM,1/15/2015 6:00:00 AM,16,25,0.00,0,,,,,,Clear,10
Good,1/15/2015 7:51:00 AM,1/15/2015 7:00:00 AM,16,25,0.00,5,,,,,,Clear,10
Good,1/15/2015 8:51:00 AM,1/15/2015 8:00:00 AM,15,26,0.00,7,,,,,,Clear,10
Good,1/15/2015 9:51:00 AM,1/15/2015 9:00:00 AM,15,27,0.00,5,,,,,,Clear,10
Good,1/15/2015 10:51:00 AM,1/15/2015 10:00:00 AM,14,28,0.00,6,,,,,,Clear,10
Good,1/15/2015 11:51:00 AM,1/15/2015 11:00:00 AM,14,30,0.00,7,,,,,,Clear,10
Good,1/15/2015 12:51:00 PM,1/15/2015 12:00:00 PM,14,32,0.00,5,,,,,,Clear,10
Good,1/15/2015 1:51:00 PM,1/15/2015 1:00:00 PM,13,34,0.00,,,,,,,Clear,10
Good,1/15/2015 2:51:00 PM,1/15/2015 2:00:00 PM,13,34,0.00,5,,,,,,Clear,10
Good,1/15/2015 3:51:00 PM,1/15/2015 3:00:00 PM,14,34,0.00,3,,,,,,Clear,10
Good,1/15/2015 4:51:00 PM,1/15/2015 4:00:00 PM,14,33,0.00,9,,,,,,Clear,10
Good,1/15/2015 5:51:00 PM,1/15/2015 5:00:00 PM,16,33,0.00,5,,,,,,Clear,10
Good,1/15/2015 6:51:00 PM,1/15/2015 6:00:00 PM,15,33,0.00,,,,,,,Clear,10
Good,1/15/2015 7:51:00 PM,1/15/2015 7:00:00 PM,16,33,0.00,9,,,,,,Clear,10
Good,1/15/2015 8:51:00 PM,1/15/2015 8:00:00 PM,17,32,0.00,5,,,,,,Clear,9
Good,1/15/2015 9:51:00 PM,1/15/2015 9:00:00 PM,16,32,0.00,5,,,,,,Clear,9
Good,1/15/2015 10:51:00 PM,1/15/2015 10:00:00 PM,15,31,0.00,6,,,,,,Clear,10
Good,1/15/2015 11:51:00 PM,1/15/2015 11:00:00 PM,15,31,0.00,5,,,,,,Clear,10
Good,1/15/2015 11:59:00 PM,1/15/2015 11:00:00 PM,,,,,16,30,4.7,0,,Clear,
Good,1/16/2015 12:51:00 AM,1/16/2015 12:00:00 AM,15,32,0.00,,,,,,,Clear,10
Good,1/16/2015 1:51:00 AM,1/16/2015 1:00:00 AM,14,31,0.00,8,,,,,,Clear,10
Good,1/16/2015 2:51:00 AM,1/16/2015 2:00:00 AM,14,31,0.00,8,,,,,,Clear,10
Good,1/16/2015 3:51:00 AM,1/16/2015 3:00:00 AM,15,31,0.00,8,,,,,,Clear,10
Good,1/16/2015 4:51:00 AM,1/16/2015 4:00:00 AM,15,31,0.00,8,,,,,,Clear,10
Good,1/16/2015 5:51:00 AM,1/16/2015 5:00:00 AM,15,31,0.00,8,,,,,,Clear,10
Good,1/16/2015 6:51:00 AM,1/16/2015 6:00:00 AM,16,31,0.00,6,,,,,,Clear,10
Moderate,1/16/2015 7:51:00 AM,1/16/2015 7:00:00 AM,17,31,0.00,10,,,,,HZ:7 |FU |HZ,Fog,3
Good,1/16/2015 8:51:00 AM,1/16/2015 8:00:00 AM,18,33,0.00,6,,,,,,Clear,8
Good,1/16/2015 9:51:00 AM,1/16/2015 9:00:00 AM,18,35,0.00,10,,,,,,Clear,9
Good,1/16/2015 10:51:00 AM,1/16/2015 10:00:00 AM,18,37,0.00,7,,,,,,Clear,9
Good,1/16/2015 11:51:00 AM,1/16/2015 11:00:00 AM,19,39,0.00,,,,,,,Clear,10
Good,1/16/2015 12:51:00 PM,1/16/2015 12:00:00 PM,15,42,0.00,11,,,,,,Clear,10
Good,1/16/2015 1:51:00 PM,1/16/2015 1:00:00 PM,15,43,0.00,15,,,,,,Clear,10
Good,1/16/2015 2:51:00 PM,1/16/2015 2:00:00 PM,17,39,0.00,10,,,,,,Clear,10
Good,1/16/2015 3:51:00 PM,1/16/2015 3:00:00 PM,16,36,0.00,6,,,,,,Clear,10
Good,1/16/2015 4:51:00 PM,1/16/2015 4:00:00 PM,11,33,0.00,15,,,,,,Clear,10
Good,1/16/2015 5:51:00 PM,1/16/2015 5:00:00 PM,9,30,0.00,8,,,,,,Clear,10
Good,1/16/2015 6:51:00 PM,1/16/2015 6:00:00 PM,2,28,0.00,10,,,,,,Clear,10
Good,1/16/2015 7:51:00 PM,1/16/2015 7:00:00 PM,0,26,0.00,11,,,,,,Clear,10
Good,1/16/2015 8:51:00 PM,1/16/2015 8:00:00 PM,0,24,0.00,18,,,,,,Clear,10
Good,1/16/2015 9:51:00 PM,1/16/2015 9:00:00 PM,0,22,0.00,10,,,,,,Clear,10
Good,1/16/2015 10:51:00 PM,1/16/2015 10:00:00 PM,1,20,0.00,9,,,,,,Clear,10
Good,1/16/2015 11:51:00 PM,1/16/2015 11:00:00 PM,1,20,0.00,11,,,,,,Clear,10
Good,1/16/2015 11:59:00 PM,1/16/2015 11:00:00 PM,,,,,12,32,9.8,0,,Clear,
Good,1/17/2015 12:51:00 AM,1/17/2015 12:00:00 AM,1,19,0.00,10,,,,,,Clear,10
Good,1/17/2015 1:51:00 AM,1/17/2015 1:00:00 AM,1,19,0.00,3,,,,,,Clear,10
Good,1/17/2015 2:51:00 AM,1/17/2015 2:00:00 AM,1,18,0.00,5,,,,,,Clear,10
Good,1/17/2015 3:51:00 AM,1/17/2015 3:00:00 AM,1,18,0.00,7,,,,,,Clear,10
Good,1/17/2015 4:51:00 AM,1/17/2015 4:00:00 AM,1,18,0.00,10,,,,,,Clear,10
Good,1/17/2015 5:51:00 AM,1/17/2015 5:00:00 AM,2,18,0.00,8,,,,,,Clear,10
Good,1/17/2015 6:51:00 AM,1/17/2015 6:00:00 AM,1,17,0.00,6,,,,,,Clear,10
Good,1/17/2015 7:51:00 AM,1/17/2015 7:00:00 AM,1,17,0.00,7,,,,,,Clear,10
Good,1/17/2015 8:51:00 AM,1/17/2015 8:00:00 AM,1,17,0.00,3,,,,,,Clear,10
Good,1/17/2015 9:51:00 AM,1/17/2015 9:00:00 AM,1,20,0.00,5,,,,,,Clear,10
Good,1/17/2015 10:51:00 AM,1/17/2015 10:00:00 AM,1,21,0.00,3,,,,,,Clear,10
Good,1/17/2015 11:51:00 AM,1/17/2015 11:00:00 AM,1,24,0.00,6,,,,,,Clear,10
Good,1/17/2015 12:51:00 PM,1/17/2015 12:00:00 PM,2,26,0.00,7,,,,,,Clear,10
Good,1/17/2015 1:51:00 PM,1/17/2015 1:00:00 PM,-1,27,0.00,5,,,,,,Clear,10
Good,1/17/2015 2:51:00 PM,1/17/2015 2:00:00 PM,0,29,0.00,7,,,,,,Clear,10
Good,1/17/2015 3:51:00 PM,1/17/2015 3:00:00 PM,-1,29,0.00,5,,,,,,Clear,10
Good,1/17/2015 4:51:00 PM,1/17/2015 4:00:00 PM,6,28,0.00,7,,,,,,Clear,10
Good,1/17/2015 5:51:00 PM,1/17/2015 5:00:00 PM,11,28,0.00,9,,,,,,Clear,10
Good,1/17/2015 6:51:00 PM,1/17/2015 6:00:00 PM,12,29,0.00,7,,,,,,Clear,10
Good,1/17/2015 7:51:00 PM,1/17/2015 7:00:00 PM,14,30,0.00,3,,,,,,Clear,10
Good,1/17/2015 8:51:00 PM,1/17/2015 8:00:00 PM,14,31,0.00,6,,,,,,Clear,10
Good,1/17/2015 9:51:00 PM,1/17/2015 9:00:00 PM,13,30,0.00,3,,,,,,Clear,10
Good,1/17/2015 10:51:00 PM,1/17/2015 10:00:00 PM,16,31,0.00,7,,,,,,Clear,10
Good,1/17/2015 11:51:00 PM,1/17/2015 11:00:00 PM,19,31,0.00,,,,,,,Clear,10
Good,1/17/2015 11:59:00 PM,1/17/2015 11:00:00 PM,,,,,5,25,6.1,0,,Clear,
Good,1/18/2015 12:51:00 AM,1/18/2015 12:00:00 AM,21,33,0.00,3,,,,,,Clear,10
Good,1/18/2015 1:51:00 AM,1/18/2015 1:00:00 AM,23,34,0.00,7,,,,,,Clear,10
Good,1/18/2015 2:51:00 AM,1/18/2015 2:00:00 AM,23,33,0.00,0,,,,,,Clear,10
Good,1/18/2015 3:51:00 AM,1/18/2015 3:00:00 AM,25,34,0.00,5,,,,,,Clear,10
Good,1/18/2015 4:51:00 AM,1/18/2015 4:00:00 AM,26,35,0.00,3,,,,,,Clear,10
Good,1/18/2015 5:51:00 AM,1/18/2015 5:00:00 AM,26,35,0.00,3,,,,,,Clear,10
Good,1/18/2015 6:21:00 AM,1/18/2015 6:00:00 AM,26,34,,5,,,,,,Clear,10
Good,1/18/2015 6:51:00 AM,1/18/2015 6:00:00 AM,27,34,T,6,,,,,,Clear,8
Moderate,1/18/2015 7:49:00 AM,1/18/2015 7:00:00 AM,30,34,,5,,,,,-RA:02 BR:1 |RA |,Light Rain,5
Moderate,1/18/2015 7:51:00 AM,1/18/2015 7:00:00 AM,30,33,0.02,6,,,,,-RA:02 BR:1 |RA |,Light Rain,5
Poor,1/18/2015 8:11:00 AM,1/18/2015 8:00:00 AM,30,34,0.01,0,,,,,-RA:02 BR:1 |RA |,Light Rain,1.75
Poor,1/18/2015 8:47:00 AM,1/18/2015 8:00:00 AM,30,34,0.06,5,,,,,RA:02 BR:1 |RA |,Moderate Rain,1.5
Poor,1/18/2015 8:51:00 AM,1/18/2015 8:00:00 AM,31,34,0.09,3,,,,,RA:02 BR:1 |RA |,Moderate Rain,1.25
Fog,1/18/2015 9:36:00 AM,1/18/2015 9:00:00 AM,32,34,0.06,5,,,,,RA:02 BR:1 |RA |,Moderate Rain,0.75
Poor,1/18/2015 9:43:00 AM,1/18/2015 9:00:00 AM,32,35,0.08,5,,,,,RA:02 BR:1 |RA |,Moderate Rain,1
Fog,1/18/2015 9:49:00 AM,1/18/2015 9:00:00 AM,32,36,,3,,,,,RA:02 BR:1 |RA |,Moderate Rain,0.75
Fog,1/18/2015 9:51:00 AM,1/18/2015 9:00:00 AM,32,35,0.09,3,,,,,-RA:02 BR:1 |RA |,Light Rain,0.75
Poor,1/18/2015 10:25:00 AM,1/18/2015 10:00:00 AM,33,36,0.07,5,,,,,RA:02 BR:1 |RA |,Moderate Rain,1.25
Fog,1/18/2015 10:49:00 AM,1/18/2015 10:00:00 AM,34,36,,0,,,,,RA:02 BR:1 |RA |,Moderate Rain,0.75
Fog,1/18/2015 10:51:00 AM,1/18/2015 10:00:00 AM,33,36,0.17,0,,,,,RA:02 BR:1 |RA |,Moderate Rain,0.75
Fog,1/18/2015 11:51:00 AM,1/18/2015 11:00:00 AM,34,36,0.28,3,,,,,RA:02 FG:2 |FG RA |,Moderate Rain,0.25
Fog,1/18/2015 12:33:00 PM,1/18/2015 12:00:00 PM,33,36,0.18,0,,,,,RA:02 BR:1 |RA |,Moderate Rain,0.75
Poor,1/18/2015 12:49:00 PM,1/18/2015 12:00:00 PM,34,36,,5,,,,,RA:02 BR:1 |RA |,Moderate Rain,1
Poor,1/18/2015 12:51:00 PM,1/18/2015 12:00:00 PM,34,37,0.24,3,,,,,RA:02 BR:1 |RA |,Moderate Rain,1
Fog,1/18/2015 12:57:00 PM,1/18/2015 12:00:00 PM,34,37,0.02,3,,,,,RA:02 BR:1 |RA |,Moderate Rain,0.75
Fog,1/18/2015 1:08:00 PM,1/18/2015 1:00:00 PM,34,37,0.06,5,,,,,RA:02 BR:1 |RA |,Moderate Rain,0.75
Fog,1/18/2015 1:51:00 PM,1/18/2015 1:00:00 PM,36,38,0.23,6,,,,,RA:02 FG:2 |FG RA |,Moderate Rain,0.5
Fog,1/18/2015 2:19:00 PM,1/18/2015 2:00:00 PM,37,39,0.11,5,,,,,RA:02 BR:1 |RA |,Moderate Rain,0.75
Fog,1/18/2015 2:32:00 PM,1/18/2015 2:00:00 PM,37,40,0.16,3,,,,,RA:02 FG:2 |FG RA |,Moderate Rain,0.5
Fog,1/18/2015 2:49:00 PM,1/18/2015 2:00:00 PM,37,39,,0,,,,,+RA:02 FG:2 |FG RA |,Heavy Rain,0.25
Fog,1/18/2015 2:51:00 PM,1/18/2015 2:00:00 PM,37,39,0.31,3,,,,,+RA:02 FG:2 |FG RA |,Heavy Rain,0.25
Fog,1/18/2015 3:00:00 PM,1/18/2015 3:00:00 PM,37,39,0.07,3,,,,,+RA:02 FG:2 |FG RA |,Heavy Rain,0.25
Fog,1/18/2015 3:19:00 PM,1/18/2015 3:00:00 PM,36,39,0.20,0,,,,,+RA:02 FG:2 |FG RA |,Heavy Rain,0.25
Fog,1/18/2015 3:28:00 PM,1/18/2015 3:00:00 PM,36,39,0.25,0,,,,,RA:02 FG:2 |FG RA |,Moderate Rain,0.25
Poor,1/18/2015 3:49:00 PM,1/18/2015 3:00:00 PM,37,39,,3,,,,,RA:02 BR:1 |RA |,Moderate Rain,1
Poor,1/18/2015 3:51:00 PM,1/18/2015 3:00:00 PM,38,40,0.29,0,,,,,RA:02 BR:1 |RA |,Moderate Rain,1
Moderate,1/18/2015 4:17:00 PM,1/18/2015 4:00:00 PM,38,41,0.06,0,,,,,RA:02 BR:1 |RA |,Moderate Rain,2.5
Moderate,1/18/2015 4:24:00 PM,1/18/2015 4:00:00 PM,38,41,0.07,3,,,,,-RA:02 BR:1 |RA |,Light Rain,3
Good,1/18/2015 4:34:00 PM,1/18/2015 4:00:00 PM,38,41,0.10,5,,,,,RA:02 BR:1 |RA |,Moderate Rain,
Poor,1/18/2015 4:51:00 PM,1/18/2015 4:00:00 PM,38,41,0.16,7,,,,,RA:02 BR:1 |RA |,Moderate Rain,2
Moderate,1/18/2015 5:07:00 PM,1/18/2015 5:00:00 PM,38,41,0.04,6,,,,,-RA:02 BR:1 |RA |,Light Rain,3
Good,1/18/2015 5:28:00 PM,1/18/2015 5:00:00 PM,39,42,0.09,0,,,,,RA:02 BR:1 |RA |,Moderate Rain,
Moderate,1/18/2015 5:49:00 PM,1/18/2015 5:00:00 PM,39,43,,5,,,,,RA:02 BR:1 |RA |,Moderate Rain,3
Moderate,1/18/2015 5:51:00 PM,1/18/2015 5:00:00 PM,39,42,0.14,5,,,,,RA:02 BR:1 |RA |,Moderate Rain,4
Good,1/18/2015 6:08:00 PM,1/18/2015 6:00:00 PM,39,41,0.03,3,,,,,RA:02 BR:1 |RA |,Moderate Rain,
Moderate,1/18/2015 6:17:00 PM,1/18/2015 6:00:00 PM,39,42,0.05,0,,,,,-RA:02 BR:1 |RA |,Light Rain,3
Poor,1/18/2015 6:32:00 PM,1/18/2015 6:00:00 PM,39,41,0.07,0,,,,,-RA:02 BR:1 |RA |,Light Rain,1.75
Moderate,1/18/2015 6:44:00 PM,1/18/2015 6:00:00 PM,39,42,0.08,0,,,,,-RA:02 BR:1 |RA |,Light Rain,3
Moderate,1/18/2015 6:49:00 PM,1/18/2015 6:00:00 PM,39,43,,0,,,,,-RA:02 BR:1 |RA |,Light Rain,4
Moderate,1/18/2015 6:51:00 PM,1/18/2015 6:00:00 PM,39,42,0.06,0,,,,,BR:1 ||,Clear,5
Good,1/18/2015 7:32:00 PM,1/18/2015 7:00:00 PM,38,41,,0,,,,,BR:1 ||,Clear,6
Moderate,1/18/2015 7:51:00 PM,1/18/2015 7:00:00 PM,38,41,T,3,,,,,BR:1 ||,Clear,5
Moderate,1/18/2015 8:32:00 PM,1/18/2015 8:00:00 PM,38,41,T,3,,,,,BR:1 ||,Clear,4
Moderate,1/18/2015 8:42:00 PM,1/18/2015 8:00:00 PM,38,41,0.01,0,,,,,-RA:02 BR:1 |RA |,Light Rain,4
Moderate,1/18/2015 8:51:00 PM,1/18/2015 8:00:00 PM,38,41,0.01,5,,,,,-RA:02 BR:1 |RA |,Light Rain,4
Moderate,1/18/2015 8:58:00 PM,1/18/2015 8:00:00 PM,38,41,T,6,,,,,-RA:02 BR:1 |RA |,Light Rain,5
Good,1/18/2015 9:51:00 PM,1/18/2015 9:00:00 PM,37,41,0.01,7,,,,,,Clear,8
Good,1/18/2015 10:51:00 PM,1/18/2015 10:00:00 PM,36,40,0.00,6,,,,,,Clear,8
Good,1/18/2015 11:51:00 PM,1/18/2015 11:00:00 PM,34,39,0.00,6,,,,,,Clear,10
Good,1/18/2015 11:59:00 PM,1/18/2015 11:00:00 PM,,,,,32,37,3.9,2.1,,Clear,
Good,1/19/2015 12:51:00 AM,1/19/2015 12:00:00 AM,32,38,0.00,7,,,,,,Clear,10
Good,1/19/2015 1:51:00 AM,1/19/2015 1:00:00 AM,31,37,0.00,7,,,,,,Clear,9
Good,1/19/2015 2:51:00 AM,1/19/2015 2:00:00 AM,30,37,0.00,5,,,,,,Clear,10
Good,1/19/2015 3:51:00 AM,1/19/2015 3:00:00 AM,30,37,0.00,7,,,,,,Clear,10
Good,1/19/2015 4:51:00 AM,1/19/2015 4:00:00 AM,29,37,0.00,6,,,,,,Clear,10
Good,1/19/2015 5:51:00 AM,1/19/2015 5:00:00 AM,29,37,0.00,5,,,,,,Clear,10
Good,1/19/2015 6:51:00 AM,1/19/2015 6:00:00 AM,27,37,0.00,,,,,,,Clear,10
Good,1/19/2015 7:51:00 AM,1/19/2015 7:00:00 AM,28,37,0.00,5,,,,,,Clear,10
Good,1/19/2015 8:51:00 AM,1/19/2015 8:00:00 AM,28,38,0.00,7,,,,,,Clear,10
Good,1/19/2015 9:51:00 AM,1/19/2015 9:00:00 AM,27,39,0.00,8,,,,,,Clear,10
Good,1/19/2015 10:51:00 AM,1/19/2015 10:00:00 AM,25,40,0.00,10,,,,,,Clear,10
Good,1/19/2015 11:51:00 AM,1/19/2015 11:00:00 AM,23,41,0.00,13,,,,,,Clear,10
Good,1/19/2015 12:51:00 PM,1/19/2015 12:00:00 PM,25,41,0.00,6,,,,,,Clear,10
Good,1/19/2015 1:51:00 PM,1/19/2015 1:00:00 PM,23,40,0.00,10,,,,,,Clear,10
Good,1/19/2015 2:51:00 PM,1/19/2015 2:00:00 PM,23,41,0.00,10,,,,,,Clear,10
Good,1/19/2015 3:51:00 PM,1/19/2015 3:00:00 PM,20,41,0.00,10,,,,,,Clear,10
Good,1/19/2015 4:51:00 PM,1/19/2015 4:00:00 PM,19,40,0.00,8,,,,,,Clear,10
Good,1/19/2015 5:51:00 PM,1/19/2015 5:00:00 PM,19,40,0.00,10,,,,,,Clear,10
Good,1/19/2015 6:51:00 PM,1/19/2015 6:00:00 PM,20,40,0.00,8,,,,,,Clear,10
Good,1/19/2015 7:51:00 PM,1/19/2015 7:00:00 PM,21,39,0.00,7,,,,,,Clear,10
Good,1/19/2015 8:51:00 PM,1/19/2015 8:00:00 PM,22,39,0.00,7,,,,,,Clear,10
Good,1/19/2015 9:51:00 PM,1/19/2015 9:00:00 PM,22,39,0.00,7,,,,,,Clear,10
Good,1/19/2015 10:51:00 PM,1/19/2015 10:00:00 PM,23,39,0.00,7,,,,,,Clear,10
Good,1/19/2015 11:51:00 PM,1/19/2015 11:00:00 PM,24,39,0.00,5,,,,,,Clear,10
Good,1/19/2015 11:59:00 PM,1/19/2015 11:00:00 PM,,,,,25,39,7.6,0,,Clear,
Good,1/20/2015 12:51:00 AM,1/20/2015 12:00:00 AM,24,38,0.00,6,,,,,,Clear,10
Good,1/20/2015 1:51:00 AM,1/20/2015 1:00:00 AM,24,38,0.00,3,,,,,,Clear,10
Good,1/20/2015 2:51:00 AM,1/20/2015 2:00:00 AM,23,37,0.00,5,,,,,,Clear,10
Good,1/20/2015 3:51:00 AM,1/20/2015 3:00:00 AM,23,37,0.00,5,,,,,,Clear,10
Good,1/20/2015 4:51:00 AM,1/20/2015 4:00:00 AM,21,36,0.00,9,,,,,,Clear,10
Good,1/20/2015 5:51:00 AM,1/20/2015 5:00:00 AM,19,35,0.00,6,,,,,,Clear,10
Good,1/20/2015 6:51:00 AM,1/20/2015 6:00:00 AM,19,34,0.00,5,,,,,,Clear,10
Good,1/20/2015 7:51:00 AM,1/20/2015 7:00:00 AM,18,34,0.00,8,,,,,,Clear,10
Good,1/20/2015 8:51:00 AM,1/20/2015 8:00:00 AM,19,35,0.00,5,,,,,,Clear,10
Good,1/20/2015 9:51:00 AM,1/20/2015 9:00:00 AM,18,35,0.00,7,,,,,,Clear,10
Good,1/20/2015 10:51:00 AM,1/20/2015 10:00:00 AM,18,37,0.00,6,,,,,,Clear,10
Good,1/20/2015 11:51:00 AM,1/20/2015 11:00:00 AM,17,37,0.00,6,,,,,,Clear,10
Good,1/20/2015 12:51:00 PM,1/20/2015 12:00:00 PM,18,39,0.00,3,,,,,,Clear,10
Good,1/20/2015 1:51:00 PM,1/20/2015 1:00:00 PM,18,39,0.00,6,,,,,,Clear,10
Good,1/20/2015 2:51:00 PM,1/20/2015 2:00:00 PM,18,40,0.00,7,,,,,,Clear,10
Good,1/20/2015 3:51:00 PM,1/20/2015 3:00:00 PM,19,40,0.00,6,,,,,,Clear,10
Good,1/20/2015 4:51:00 PM,1/20/2015 4:00:00 PM,20,39,0.00,6,,,,,,Clear,10
Good,1/20/2015 5:51:00 PM,1/20/2015 5:00:00 PM,19,38,0.00,5,,,,,,Clear,10
Good,1/20/2015 6:51:00 PM,1/20/2015 6:00:00 PM,18,38,0.00,,,,,,,Clear,10
Good,1/20/2015 7:51:00 PM,1/20/2015 7:00:00 PM,18,37,0.00,6,,,,,,Clear,10
Good,1/20/2015 8:51:00 PM,1/20/2015 8:00:00 PM,16,36,0.00,8,,,,,,Clear,10
Good,1/20/2015 9:51:00 PM,1/20/2015 9:00:00 PM,15,35,0.00,5,,,,,,Clear,10
Good,1/20/2015 10:51:00 PM,1/20/2015 10:00:00 PM,9,33,0.00,7,,,,,,Clear,10
Good,1/20/2015 11:51:00 PM,1/20/2015 11:00:00 PM,10,32,0.00,3,,,,,,Clear,10
Good,1/20/2015 11:59:00 PM,1/20/2015 11:00:00 PM,,,,,18,36,5.7,0,,Clear,
Good,1/21/2015 12:51:00 AM,1/21/2015 12:00:00 AM,7,31,0.00,5,,,,,,Clear,10
Good,1/21/2015 1:51:00 AM,1/21/2015 1:00:00 AM,6,30,0.00,7,,,,,,Clear,10
Good,1/21/2015 2:51:00 AM,1/21/2015 2:00:00 AM,10,29,0.00,7,,,,,,Clear,10
Good,1/21/2015 3:51:00 AM,1/21/2015 3:00:00 AM,10,28,0.00,6,,,,,,Clear,10
Good,1/21/2015 4:51:00 AM,1/21/2015 4:00:00 AM,10,27,0.00,6,,,,,,Clear,10
Good,1/21/2015 5:51:00 AM,1/21/2015 5:00:00 AM,8,26,0.00,3,,,,,,Clear,10
Good,1/21/2015 6:51:00 AM,1/21/2015 6:00:00 AM,8,25,0.00,7,,,,,,Clear,10
Good,1/21/2015 7:51:00 AM,1/21/2015 7:00:00 AM,10,26,0.00,5,,,,,,Clear,10
Good,1/21/2015 8:51:00 AM,1/21/2015 8:00:00 AM,8,27,0.00,6,,,,,,Clear,10
Good,1/21/2015 9:51:00 AM,1/21/2015 9:00:00 AM,8,29,0.00,3,,,,,,Clear,10
Good,1/21/2015 10:51:00 AM,1/21/2015 10:00:00 AM,8,29,0.00,5,,,,,,Clear,10
Good,1/21/2015 11:51:00 AM,1/21/2015 11:00:00 AM,7,32,0.00,5,,,,,,Clear,10
Good,1/21/2015 12:51:00 PM,1/21/2015 12:00:00 PM,8,35,0.00,0,,,,,,Clear,10
